Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;Торговый календарь
1559;TTEL0225;Turk Telekomunikasyon A.S.;Облигации;Облигации иностранного эмитента;;XS1955059420;;1,00;0,01;PCT;23.12.2019 0:00:00;Еврооблигации
1560;TTM;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Tata Motors Limited;US8765685024;ESVUFA;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1561;TTMI;TTM Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US87305R1095;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1562;TTWO;Take-Two Interactive Software, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8740541094;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1563;TW;Tradeweb Markets Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8926721064;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1564;TWLO;Twilio Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US90138F1021;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1565;TWNK;Hostess Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US44109J1060;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1566;TWOU;2U, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90214J1016;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1567;TWST;Twist Bioscience Corporation;Акции;Акции иностранного эмитента обыкновенные;;US90184D1000;;1,00;0,01;USD;28.12.2021 0:00:00;Эмитенты с листингом в США
1568;TWTR;Twitter, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90184L1026;ESVUFR;1,00;0,01;USD;29.04.2016 0:00:00;Эмитенты с листингом в США
1569;TXG;10x Genomics, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US88025U1097;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1570;TXN;Texas Instruments Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US8825081040;;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1571;TXRH;Texas Roadhouse, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8826811098;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1572;TXT;Textron Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8832031012;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1573;TYL;Tyler Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9022521051;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1574;U;Unity Software Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91332U1016;;1,00;0,01;USD;10.06.2021 0:00:00;Эмитенты с листингом в США
1575;UA;Under Armour, Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US9043112062;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
1576;UAA;Under Armour, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9043111072;;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1577;UAL;United Airlines Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9100471096;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1578;UBER;Uber Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90353T1007;;1,00;0,01;USD;20.06.2019 0:00:00;Эмитенты с листингом в США
1579;UBS;UBS Group AG;Акции;Акции иностранного эмитента обыкновенные;;CH0244767585;NULL;1,00;0,01;USD;17.09.2021 0:00:00;Эмитенты с листингом в США
1580;UBSI;United Bankshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9099071071;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1581;UCTT;Ultra Clean Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90385V1070;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1582;UDR;UDR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9026531049;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1583;UFPI;UFP Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90278Q1085;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1584;UGI;UGI Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9026811052;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1585;UHS;Universal Health Services, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US9139031002;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1586;UI;Ubiquiti Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90353W1036;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1587;ULTA;Ulta Beauty, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90384S3031;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
1588;UMBF;UMB Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9027881088;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1589;UNF;UniFirst Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9047081040;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
1590;UNH;UnitedHealth Group Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US91324P1021;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1591;UNM;Unum Group;Акции;Акции иностранного эмитента обыкновенные;;US91529Y1064;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
1592;UNP;Union Pacific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9078181081;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1593;UNVR;Univar Solutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91336L1070;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1594;UPS;United Parcel Service, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US9113121068;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1595;UPST;Upstart Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91680M1071;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1596;UPWK;Upwork Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91688F1049;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1597;URBN;Urban Outfitters, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9170471026;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1598;URI;United Rentals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9113631090;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1599;USB;U.S. Bancorp;Акции;Акции иностранного эмитента обыкновенные;;US9029733048;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1600;USFD;US Foods Holding Corp.;Акции;Акции иностранного эмитента обыкновенные;;US9120081099;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1601;USM;United States Cellular Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9116841084;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
1602;USNA;USANA Health Sciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90328M1071;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1603;USPH;U.S. Physical Therapy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90337L1089;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1604;UTHR;United Therapeutics Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91307C1027;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1605;UTL;Unitil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9132591077;;1,00;0,01;USD;13.10.2020 0:00:00;Эмитенты с листингом в США
1606;V;Visa Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US92826C8394;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
1607;VAC;Marriott Vacations Worldwide Corporation;Акции;Акции иностранного эмитента обыкновенные;;US57164Y1073;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1608;VAKI0324;Turkiye Vakiflar Bankasi T.A.O.;Облигации;Облигации иностранного эмитента;;XS1970705528;;1,00;0,01;PCT;03.12.2019 0:00:00;Еврооблигации
1609;VALE;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Vale S.A.;US91912E1055;;1,00;0,01;USD;09.08.2018 0:00:00;Эмитенты с листингом в США
1610;VC;Visteon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92839U2069;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1611;VCEL;Vericel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92346J1088;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1612;VCYT;Veracyte, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92337F1075;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1613;VEC;Vectrus, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92242T1016;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1614;VEEV;Veeva Systems Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9224751084;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1615;VEON;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  VEON Ltd.;US91822M1062;ESVUFA;1,00;0,01;USD;24.08.2017 0:00:00;Эмитенты с листингом в США
1616;VFC;V.F. Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9182041080;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1617;VG;Vonage Holdings Corp.;Акции;Акции иностранного эмитента обыкновенные;;US92886T2015;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1618;VICR;Vicor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9258151029;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1619;VIPS;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса A  Vipshop Holdings Limited;US92763W1036;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00;Эмитенты с листингом в США
1620;VIR;Vir Biotechnology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92764N1028;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1621;VIRT;Virtu Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9282541013;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1622;VKCO@GS;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  VK Company Limited;US5603172082;;1,00;0,01;USD;22.04.2021 0:00:00;Эмитенты с листингом на LSE
1623;VLDR;Velodyne Lidar, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92259F1012;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
1624;VLO;Valero Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91913Y1001;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
1625;VMC;Vulcan Materials Company;Акции;Акции иностранного эмитента обыкновенные;;US9291601097;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1626;VMEO;Vimeo, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92719V1008;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
1627;VMI;Valmont Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9202531011;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1628;VMW;Vmware, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9285634021;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1629;VNA@DE;Vonovia SE;Акции;Акции иностранного эмитента обыкновенные;;DE000A1ML7J1;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
1630;VNDA;Vanda Pharmaceuticals Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9216591084;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1631;VNE;Veoneer, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92336X1090;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1632;VNO;Vornado Realty Trust;Акции;Акции иностранного эмитента обыкновенные;;US9290421091;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
1633;VNT;Vontier Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9288811014;;1,00;0,01;USD;13.10.2020 0:00:00;Эмитенты с листингом в США
1634;VOW3@DE;VOLKSWAGEN AKTIENGESELLSCHAFT;Акции;Акции иностранного эмитента привилегированные;;DE0007664039;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
1635;VOYA;Voya Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9290891004;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1636;VPG;Vishay Precision Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92835K1034;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1637;VREX;Varex Imaging Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92214X1063;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1638;VRNS;Varonis Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9222801022;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1639;VRNT;Verint Systems Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343X1000;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1640;VRSK;Verisk Analytics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92345Y1064;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1641;VRSN;VeriSign, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343E1029;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1642;VRT;Vertiv Holdings Co;Акции;Акции иностранного эмитента обыкновенные класса A;;US92537N1081;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
1643;VRTS;Virtus Investment Partners, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92828Q1094;;1,00;0,01;USD;13.10.2020 0:00:00;Эмитенты с листингом в США
1644;VRTV;Veritiv Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9234541020;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1645;VRTX;Vertex Pharmaceuticals Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US92532F1003;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1646;VSAT;ViaSat, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92552V1008;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1647;VSCO;Victoria’s Secret & Co.;Акции;Акции иностранного эмитента обыкновенные;;US9264001028;;1,00;0,01;USD;06.08.2021 0:00:00;Эмитенты с листингом в США
1648;VST;Vistra Corp.;Акции;Акции иностранного эмитента обыкновенные;;US92840M1027;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
1649;VSTO;Vista Outdoor Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9283771007;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1650;VTR;Ventas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92276F1003;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1651;VTRS;Viatris Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92556V1061;;1,00;0,01;USD;18.11.2020 0:00:00;Эмитенты с листингом в США
1652;VTSC@DE;Vitesco Technologies Group Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE000VTSC017;;1,00;0,01;EUR;08.10.2021 0:00:00;Эмитенты с листингом в ФРГ
1653;VUZI;Vuzix Corporation;Акции;Акции иностранного эмитента обыкновенные;;US92921W3007;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
1654;VVV;Valvoline Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92047W1018;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1655;VXRT;Vaxart, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92243A2006;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
1656;VZ;Verizon Communications Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92343V1044;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
1657;VZIO;VIZIO Holding Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US92858V1017;;1,00;0,01;USD;03.05.2021 0:00:00;Эмитенты с листингом в США
1658;W;Wayfair Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US94419L1017;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1659;WAB;Westinghouse Air Brake Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9297401088;;1,00;0,01;USD;07.03.2019 0:00:00;Эмитенты с листингом в США
1660;WABC;Westamerica Bancorporation;Акции;Акции иностранного эмитента обыкновенные;;US9570901036;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1661;WAFD;Washington Federal, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9388241096;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1662;WAL;Western Alliance Bancorporation;Акции;Акции иностранного эмитента обыкновенные;;US9576381092;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1663;WAT;Waters Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9418481035;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1664;WB;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций класса A  Weibo Corporation;US9485961018;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00;Эмитенты с листингом в США
1665;WBA;Walgreens Boots Alliance, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9314271084;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1666;WBS;Webster Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9478901096;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1667;WCC;WESCO International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US95082P1057;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1668;WDAY;Workday, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98138H1014;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1669;WDC;Western Digital Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9581021055;;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1670;WDFC;WD-40 Company;Акции;Акции иностранного эмитента обыкновенные;;US9292361071;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1671;WEC;WEC Energy Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92939U1060;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1672;WELL;Welltower Inc.;Акции;Акции иностранного эмитента обыкновенные;;US95040Q1040;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1673;WERN;Werner Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9507551086;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1674;WEX;WEX Inc.;Акции;Акции иностранного эмитента обыкновенные;;US96208T1043;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1675;WFC;Wells Fargo & Company;Акции;Акции иностранного эмитента обыкновенные;;US9497461015;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1676;WGO;Winnebago Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9746371007;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1677;WH;Wyndham Hotels & Resorts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98311A1051;;1,00;0,01;USD;07.06.2018 0:00:00;Эмитенты с листингом в США
1678;WHD;Cactus, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1272031071;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1679;WHR;Whirlpool Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9633201069;;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1680;WING;Wingstop Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9741551033;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1681;WIRE;Encore Wire Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2925621052;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1682;WISH;ContextLogic Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US21077C1071;;1,00;0,01;USD;31.12.2020 0:00:00;Эмитенты с листингом в США
1683;WIX;Wix.com Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011301780;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
1684;WK;Workiva Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98139A1051;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1685;WKHS;Workhorse Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98138J2069;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
1686;WLK;Westlake Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9604131022;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1687;WM;Waste Management, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US94106L1098;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1688;WMB;The Williams Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9694571004;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1689;WMS;Advanced Drainage Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00790R1041;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
1690;WMT;Walmart Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9311421039;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
1691;WOLF;Wolfspeed, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9778521024;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1692;WOR;Worthington Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9818111026;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1693;WPC;W.P. Carey Inc.;Акции;Акции иностранного эмитента обыкновенные;;US92936U1097;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1694;WPM;Wheaton Precious Metals Corp.;Акции;Акции иностранного эмитента обыкновенные;;CA9628791027;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
1695;WRB;W. R. Berkley Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0844231029;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1696;WRBY;Warby Parker Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US93403J1060;;1,00;0,01;USD;29.09.2021 0:00:00;Эмитенты с листингом в США
1697;WRK;WestRock Company;Акции;Акции иностранного эмитента обыкновенные;;US96145D1054;;1,00;0,01;USD;15.11.2018 0:00:00;Эмитенты с листингом в США
1698;WRLD;World Acceptance Corporation;Акции;Акции иностранного эмитента обыкновенные;;US9814191048;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1699;WSC;WillScot Mobile Mini Holdings Corp.;Акции;Акции иностранного эмитента обыкновенные;;US9713781048;;1,00;0,01;USD;06.07.2020 0:00:00;Эмитенты с листингом в США
1700;WSM;Williams-Sonoma, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9699041011;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1701;WSO;Watsco, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9426222009;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1702;WST;West Pharmaceutical Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9553061055;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1703;WTFC;Wintrust Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US97650W1080;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1704;WTRG;Essential Utilities, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29670G1022;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1705;WTS;Watts Water Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US9427491025;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
1706;WTTR;Select Energy Services, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US81617J3014;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1707;WTW;Willis Towers Watson Public Limited Company;Акции;Акции иностранного эмитента обыкновенные;;IE00BDB6Q211;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
1708;WU;The Western Union Company;Акции;Акции иностранного эмитента обыкновенные;;US9598021098;;1,00;0,01;USD;18.05.2017 0:00:00;Эмитенты с листингом в США
1709;WW;WW International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98262P1012;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1710;WWD;Woodward, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9807451037;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
1711;WWE;World Wrestling Entertainment, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98156Q1085;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
